id,location,latitude,longitude,area_sqm,bedrooms,bathrooms,toilets,stories,house_type,furnishing,condition,parking_spaces,distance_to_city_center_km,proximity_to_main_road_km,security_rating,infrastructure_quality,electricity_stability,water_supply,neighborhood_prestige,desirability_score,price_naira,is_outlier,outlier_reason
1505,Jericho,7.402833,3.89051,347,3,3,4,1,Bungalow,Semi-Furnished,New,2,7.4,2.65,8.8,9.8,9.0,9.3,4,4.8,113600000,False,
1506,Alalubosa,7.382633,3.868308,251,2,1,1,1,Bungalow,Semi-Furnished,Renovated,2,3.8,0.9,8.7,9.2,6.8,7.6,4,4.3,46200000,False,
1507,Oluyole Estate,7.358707,3.851276,321,3,3,5,2,Duplex,Unfurnished,Old,2,5.8,1.51,7.3,9.1,4.3,6.9,4,4.2,24900000,False,
1508,Alalubosa,7.377755,3.871016,314,3,3,4,2,Duplex,Unfurnished,New,1,2.4,2.36,5.9,8.8,6.5,7.6,4,4.3,58300000,False,
1509,Samonda,7.429788,3.896589,175,3,3,5,1,Bungalow,Unfurnished,Renovated,1,6.4,0.28,6.3,5.8,4.0,6.9,3,3.2,12100000,False,
1510,Iyaganku GRA,7.400673,3.86694,197,2,1,1,1,Bungalow,Semi-Furnished,Renovated,3,2.2,1.22,8.5,9.2,9.0,10.0,4,4.6,78800000,False,
1511,Akobo,7.385944,3.917779,225,3,2,3,1,Bungalow,Semi-Furnished,Renovated,0,11.2,0.92,9.4,5.8,6.6,7.2,3,3.5,17300000,False,
1512,Akobo,7.399988,3.933443,276,3,3,3,2,Terraced House,Unfurnished,New,1,16.7,0.91,8.0,8.0,4.7,5.9,3,3.5,21800000,False,
1513,Iyaganku GRA,7.392371,3.876055,344,4,5,5,1,Detached House,Furnished,Renovated,3,6.3,0.5,8.2,8.4,7.6,10.0,4,4.6,183200000,False,
1514,Agodi GRA,7.413961,3.917065,367,4,4,5,1,Bungalow,Semi-Furnished,Renovated,4,5.8,1.58,8.5,8.1,8.7,9.3,4,4.7,187200000,False,
1515,Oluyole Estate,7.358581,3.853082,325,3,4,5,2,Duplex,Unfurnished,Renovated,2,6.1,1.26,6.9,9.2,6.7,8.0,4,4.2,50900000,False,
1516,Oluyole Estate,7.37811,3.858797,312,3,3,5,1,Bungalow,Unfurnished,Renovated,1,8.9,0.52,10.0,5.3,8.1,9.7,4,4.2,37500000,False,
1517,Bodija,7.448418,3.918794,412,4,3,3,3,Detached House,Unfurnished,Renovated,2,10.3,2.6,9.7,8.0,6.6,8.7,5,5.0,141200000,False,
1518,Agodi GRA,7.416119,3.909902,326,4,3,4,3,Detached House,Semi-Furnished,New,2,6.6,1.98,8.3,7.7,8.3,9.3,4,4.7,175000000,False,
1519,Akobo,7.399082,3.914506,240,3,4,5,1,Bungalow,Unfurnished,Renovated,2,8.4,0.47,5.7,9.0,7.7,9.6,3,3.5,21800000,False,
1520,Bodija,7.431318,3.925495,595,5,4,5,1,Detached House,Unfurnished,Renovated,2,9.1,2.09,7.0,10.0,8.8,10.0,5,5.0,113400000,False,
1521,Alalubosa,7.390359,3.865533,356,3,4,4,2,Duplex,Semi-Furnished,Old,1,2.0,2.97,8.3,9.1,7.1,8.0,4,4.3,54400000,False,
1522,Akobo,7.400089,3.907461,138,2,1,1,2,Terraced House,Unfurnished,Old,0,11.6,0.91,8.1,6.6,3.4,7.4,3,3.5,10700000,False,
1523,Oluyole Estate,7.371835,3.841811,294,3,2,4,1,Terraced House,Unfurnished,Renovated,2,8.6,0.88,4.0,6.1,5.1,7.1,4,4.2,40400000,False,
1524,Oluyole Estate,7.359139,3.858502,256,3,3,5,2,Terraced House,Unfurnished,Old,3,9.7,0.98,5.8,8.4,7.4,9.2,4,4.2,26900000,False,
1525,Jericho,7.410276,3.89138,347,4,3,3,2,Duplex,Unfurnished,New,4,2.8,2.07,8.7,7.7,7.3,8.8,4,4.8,106700000,False,
1526,Alalubosa,7.375482,3.857447,260,3,2,2,2,Duplex,Semi-Furnished,New,2,2.0,2.29,9.8,7.3,9.0,6.7,4,4.3,59500000,False,
1527,Bodija,7.441314,3.906477,260,3,4,4,2,Duplex,Furnished,Renovated,3,6.6,2.85,10.0,10.0,9.0,10.0,5,5.0,98000000,False,
1528,Jericho,7.389557,3.882853,250,3,2,3,2,Duplex,Unfurnished,New,3,6.9,2.92,9.3,7.9,6.9,10.0,4,4.8,90800000,False,
1529,Jericho,7.413906,3.866601,402,5,4,5,1,Detached House,Semi-Furnished,Renovated,3,7.4,0.5,9.0,9.1,7.7,10.0,4,4.8,85400000,False,
1530,Jericho,7.407331,3.885699,503,5,4,4,1,Detached House,Unfurnished,Renovated,2,2.7,1.38,10.0,9.2,5.5,8.4,4,4.8,113800000,False,
1531,Agodi GRA,7.414541,3.892776,403,4,3,5,1,Detached House,Unfurnished,Renovated,2,4.7,0.36,8.8,7.8,7.0,7.8,4,4.7,159600000,False,
1532,Bodija,7.427322,3.915009,320,3,2,3,2,Duplex,Furnished,Renovated,2,11.1,2.64,10.0,10.0,7.9,9.5,5,5.0,120700000,False,
1533,Agodi GRA,7.405188,3.898106,272,3,3,4,2,Duplex,Furnished,New,4,4.5,2.53,9.9,8.4,7.3,8.9,4,4.7,221900000,False,
1534,Alalubosa,7.364295,3.865549,398,5,4,4,1,Bungalow,Unfurnished,Renovated,2,2.0,2.19,9.5,6.0,5.2,9.2,4,4.3,54700000,False,
1535,Samonda,7.427095,3.900481,179,2,3,3,1,Bungalow,Unfurnished,Renovated,2,12.7,2.73,5.7,6.9,4.3,4.6,3,3.2,17100000,False,
1536,Alalubosa,7.38427,3.855917,222,3,4,4,2,Terraced House,Furnished,New,2,3.0,2.62,9.1,8.8,5.4,8.9,4,4.3,55200000,False,
1537,Challenge,7.339514,3.871527,153,2,3,5,1,Terraced House,Semi-Furnished,Renovated,0,13.5,2.12,8.5,5.7,5.5,6.4,3,3.8,7600000,False,
1538,Jericho,7.399858,3.885143,479,4,3,3,2,Duplex,Unfurnished,New,2,5.8,2.4,10.0,7.2,9.0,10.0,4,4.8,131000000,False,
1539,Alalubosa,7.380664,3.872694,238,3,2,2,2,Terraced House,Semi-Furnished,Old,2,3.6,0.9,7.6,8.4,6.5,9.2,4,4.3,47200000,False,
1540,Bodija,7.428674,3.921741,565,5,4,5,3,Detached House,Semi-Furnished,New,3,7.1,0.61,10.0,10.0,8.6,10.0,5,5.0,180700000,False,
1541,Bodija,7.428181,3.909172,485,5,4,6,3,Detached House,Semi-Furnished,New,3,8.1,1.57,9.9,9.9,9.0,7.9,5,5.0,156300000,False,
1542,Challenge,7.330587,3.882259,181,2,2,2,1,Bungalow,Semi-Furnished,Old,0,13.2,0.23,8.4,8.6,3.4,7.9,3,3.8,5200000,False,
1543,Oluyole Estate,7.361262,3.850591,377,4,4,4,2,Duplex,Unfurnished,Renovated,3,7.1,1.92,7.9,9.0,9.0,9.6,4,4.2,45200000,False,
1544,Oluyole Estate,7.362349,3.858604,182,2,3,4,1,Bungalow,Semi-Furnished,Renovated,3,6.4,1.42,6.0,9.4,4.0,9.8,4,4.2,25200000,False,
1545,Iyaganku GRA,7.387601,3.865821,352,3,3,3,1,Bungalow,Unfurnished,New,3,5.8,2.04,9.7,7.6,6.0,8.4,4,4.6,127300000,False,
1546,Akobo,7.398734,3.902085,206,3,3,3,2,Terraced House,Unfurnished,Renovated,1,13.4,2.77,4.0,6.8,6.2,6.5,3,3.5,20300000,False,
1547,Oluyole Estate,7.359903,3.852579,427,4,5,6,2,Duplex,Unfurnished,Renovated,2,3.4,2.29,6.6,7.2,7.1,6.9,4,4.2,36500000,False,
1548,Bodija,7.433367,3.916392,508,5,4,4,1,Detached House,Semi-Furnished,New,4,8.9,1.04,9.8,8.9,8.5,10.0,5,5.0,114500000,False,
1549,Samonda,7.434173,3.914433,103,1,2,3,1,Flat,Unfurnished,Renovated,1,8.7,0.93,6.1,5.3,5.9,6.9,3,3.2,7800000,False,
1550,Jericho,7.400593,3.894143,357,4,3,5,3,Detached House,Unfurnished,New,2,6.4,0.27,10.0,10.0,7.1,7.5,4,4.8,136400000,False,
1551,Agodi GRA,7.397072,3.895651,322,3,3,5,2,Duplex,Furnished,New,4,7.7,2.16,10.0,9.6,8.4,9.4,4,4.7,151700000,False,
1552,Alalubosa,7.37632,3.863343,339,3,3,3,2,Duplex,Semi-Furnished,New,1,3.1,0.51,6.7,7.4,9.0,7.9,4,4.3,73000000,False,
1553,Alalubosa,7.374158,3.870476,398,4,5,6,2,Duplex,Furnished,New,2,6.5,0.18,8.3,6.8,6.4,6.9,4,4.3,90900000,False,
1554,Oluyole Estate,7.353293,3.86132,372,3,3,4,2,Duplex,Unfurnished,Renovated,3,8.9,1.55,7.3,8.3,7.5,8.3,4,4.2,41500000,False,
1555,Bodija,7.434335,3.911793,373,3,3,4,1,Bungalow,Semi-Furnished,New,3,8.3,0.17,9.5,9.7,9.0,9.3,5,5.0,136500000,False,
1556,Bodija,7.452171,3.917274,369,4,3,4,1,Detached House,Unfurnished,New,2,6.2,1.7,7.5,10.0,9.0,10.0,5,5.0,129800000,False,
1557,Akobo,7.397068,3.914972,94,1,1,3,1,Flat,Unfurnished,Renovated,2,10.1,1.12,7.5,7.1,5.1,6.0,3,3.5,8200000,False,
1558,Bodija,7.429417,3.914116,420,4,3,5,2,Duplex,Unfurnished,Renovated,3,9.0,1.58,9.7,9.8,9.0,10.0,5,5.0,128600000,False,
1559,Challenge,7.326721,3.870771,133,2,2,3,1,Terraced House,Unfurnished,Renovated,1,12.1,2.67,8.2,6.9,7.4,4.8,3,3.8,7600000,False,
1560,Agodi GRA,7.4094,3.892512,399,5,4,5,1,Bungalow,Unfurnished,Renovated,3,3.9,0.7,9.5,9.6,8.0,8.6,4,4.7,194100000,False,
1561,Agodi GRA,7.397224,3.890239,348,4,3,4,2,Detached House,Semi-Furnished,Renovated,2,6.5,0.78,9.7,8.6,7.7,9.7,4,4.7,109500000,False,
1562,Oluyole Estate,7.353058,3.858734,275,3,3,4,1,Bungalow,Unfurnished,New,3,7.0,2.68,8.6,9.1,8.9,8.0,4,4.2,36100000,False,
1563,Oluyole Estate,7.359082,3.860997,538,4,4,5,2,Detached House,Furnished,Old,2,10.1,1.11,6.5,6.2,7.8,8.2,4,4.2,68300000,False,
1564,Apete,7.465028,3.872975,290,3,4,4,1,Terraced House,Unfurnished,Old,2,15.4,2.58,5.8,4.9,6.1,4.2,2,2.8,7700000,False,
1565,Alalubosa,7.380247,3.857446,145,2,1,1,1,Terraced House,Furnished,New,1,6.5,0.1,8.9,8.4,9.0,7.1,4,4.3,34600000,False,
1566,Alalubosa,7.382295,3.870321,275,3,4,5,2,Duplex,Semi-Furnished,Old,2,5.0,0.13,7.3,7.7,3.0,5.9,4,4.3,56900000,False,
1567,Apete,7.444959,3.874732,133,1,1,1,1,Flat,Unfurnished,Renovated,1,13.5,1.05,5.2,4.0,4.9,4.1,2,2.8,4100000,False,
1568,Iyaganku GRA,7.413605,3.868465,515,5,5,5,2,Detached House,Furnished,Renovated,2,5.7,1.93,7.4,9.1,6.6,8.8,4,4.6,280000000,False,
1569,Oluyole Estate,7.354909,3.853578,388,5,4,5,1,Bungalow,Unfurnished,Renovated,1,2.9,2.83,6.1,9.2,6.5,6.8,4,4.2,40100000,False,
1570,Alalubosa,7.386161,3.877896,185,2,3,3,1,Bungalow,Unfurnished,Renovated,1,2.0,0.7,9.2,10.0,6.1,7.4,4,4.3,23600000,False,
1571,Challenge,7.331509,3.860743,260,3,3,3,1,Bungalow,Unfurnished,Renovated,1,11.8,2.05,7.4,6.8,5.7,6.5,3,3.8,14100000,False,
1572,Samonda,7.435026,3.914333,361,4,4,4,1,Bungalow,Unfurnished,Renovated,1,10.7,2.73,6.1,5.3,6.6,5.8,3,3.2,21200000,False,
1573,Bodija,7.445374,3.917628,467,5,4,4,2,Duplex,Furnished,New,2,5.6,2.4,9.2,10.0,9.0,9.9,5,5.0,170300000,False,
1574,Iyaganku GRA,7.401075,3.872298,431,4,3,4,2,Duplex,Unfurnished,New,3,7.5,0.72,10.0,9.4,7.8,10.0,4,4.6,251600000,False,
1575,Iyaganku GRA,7.395676,3.863644,340,4,3,3,1,Bungalow,Semi-Furnished,Renovated,3,6.3,2.15,10.0,9.5,9.0,8.2,4,4.6,128400000,False,
1576,Jericho,7.412894,3.884338,404,4,4,5,2,Detached House,Unfurnished,New,2,7.9,0.22,8.6,10.0,9.0,6.9,4,4.8,153100000,False,
1577,Samonda,7.431226,3.908364,217,3,4,5,1,Bungalow,Unfurnished,Old,1,9.6,1.49,4.3,5.5,3.0,5.5,3,3.2,19900000,False,
1578,Samonda,7.440303,3.919727,139,2,3,3,2,Terraced House,Unfurnished,Old,2,8.4,1.85,6.3,6.0,5.8,5.5,3,3.2,9100000,False,
1579,Challenge,7.340727,3.87942,337,4,5,6,1,Bungalow,Unfurnished,Old,0,13.8,2.43,7.0,6.5,6.1,5.2,3,3.8,12200000,False,
1580,Apete,7.452242,3.869099,244,3,4,4,1,Bungalow,Unfurnished,Renovated,1,16.9,1.16,5.0,5.2,3.0,5.5,2,2.8,10900000,False,
1581,Jericho,7.404052,3.878451,471,5,4,5,1,Detached House,Unfurnished,New,3,4.6,2.97,10.0,9.6,9.0,9.2,4,4.8,174600000,False,
1582,Apete,7.446108,3.872559,159,2,3,4,1,Bungalow,Unfurnished,New,0,16.2,2.3,4.1,6.7,3.3,4.3,2,2.8,6700000,False,
1583,Oluyole Estate,7.374322,3.856872,289,3,4,4,2,Duplex,Semi-Furnished,Renovated,1,9.5,1.11,6.7,7.6,9.0,9.8,4,4.2,37700000,False,
1584,Jericho,7.398417,3.882059,572,5,4,6,2,Detached House,Unfurnished,New,2,4.5,2.06,10.0,8.7,9.0,8.2,4,4.8,175000000,False,
1585,Agodi GRA,7.413526,3.880915,492,6,5,5,3,Detached House,Unfurnished,Renovated,3,4.8,1.6,7.0,8.5,6.7,8.9,4,4.7,211800000,False,
1586,Oluyole Estate,7.36348,3.845091,468,5,4,4,2,Detached House,Unfurnished,Renovated,3,11.2,2.48,7.3,7.5,8.4,9.3,4,4.2,53200000,False,
1587,Oluyole Estate,7.377132,3.844386,293,3,4,4,2,Duplex,Semi-Furnished,New,1,7.9,1.1,6.9,5.5,9.0,7.2,4,4.2,42200000,False,
1588,Agodi GRA,7.408103,3.903871,406,4,3,3,3,Detached House,Semi-Furnished,Renovated,3,7.7,0.57,7.0,10.0,9.0,8.5,4,4.7,230500000,False,
1589,Akobo,7.392447,3.913427,208,3,2,2,1,Bungalow,Semi-Furnished,Renovated,1,9.3,0.73,5.4,5.8,4.7,7.9,3,3.5,10600000,False,
1590,Oluyole Estate,7.363241,3.873709,467,4,4,4,3,Detached House,Furnished,Renovated,3,11.4,2.09,9.5,8.8,6.9,7.2,4,4.2,76000000,False,
1591,Apete,7.436171,3.872643,150,2,1,2,1,Terraced House,Unfurnished,Old,1,14.6,1.36,5.4,4.0,3.0,5.2,2,2.8,4900000,False,
1592,Bodija,7.431307,3.901371,267,3,3,3,1,Bungalow,Semi-Furnished,New,3,7.9,1.0,8.5,10.0,9.0,10.0,5,5.0,96800000,False,
1593,Akobo,7.390563,3.919519,343,3,3,4,1,Bungalow,Furnished,Renovated,1,12.0,2.73,7.0,7.4,5.7,5.6,3,3.5,37600000,False,
1594,Bodija,7.432767,3.91686,319,4,4,5,1,Detached House,Furnished,Renovated,4,10.4,1.78,9.3,10.0,7.8,10.0,5,5.0,131500000,False,
1595,Samonda,7.429841,3.905348,81,1,1,2,1,Mini Flat,Unfurnished,Old,1,6.1,1.93,4.8,6.7,3.3,6.6,3,3.2,8300000,False,
1596,Alalubosa,7.387056,3.86163,441,4,3,5,2,Duplex,Furnished,Old,2,5.5,0.17,8.7,7.8,7.8,7.2,4,4.3,60100000,False,
1597,Samonda,7.427162,3.914267,266,4,4,5,1,Terraced House,Unfurnished,New,2,7.8,0.8,7.8,6.0,3.0,6.0,3,3.2,29700000,False,
1598,Akobo,7.390637,3.912341,179,2,1,1,1,Flat,Unfurnished,Old,0,12.5,2.01,8.8,7.4,3.0,7.1,3,3.5,9000000,False,
1599,Alalubosa,7.382815,3.852349,322,3,2,2,2,Duplex,Unfurnished,New,2,5.1,0.8,5.3,8.3,5.7,9.7,4,4.3,54800000,False,
1600,Challenge,7.339277,3.886522,156,2,1,2,2,Terraced House,Unfurnished,Old,1,9.3,1.55,7.4,6.2,7.1,7.7,3,3.8,9100000,False,
1601,Iyaganku GRA,7.392029,3.865804,450,4,3,4,2,Detached House,Furnished,New,3,6.8,2.33,8.4,7.4,7.2,10.0,4,4.6,278100000,False,
1602,Bodija,7.441546,3.919955,392,5,4,4,2,Detached House,Furnished,Renovated,3,6.5,2.34,7.9,9.5,9.0,10.0,5,5.0,159500000,False,
1603,Samonda,7.437504,3.916567,261,3,4,5,1,Bungalow,Furnished,Renovated,1,12.2,1.6,8.0,6.5,3.0,8.2,3,3.2,21700000,False,
1604,Iyaganku GRA,7.395698,3.868932,473,5,5,5,3,Detached House,Semi-Furnished,Renovated,3,8.6,2.19,7.0,7.6,9.0,8.9,4,4.6,217000000,False,
1605,Agodi GRA,7.40281,3.89608,401,5,5,6,2,Duplex,Unfurnished,Renovated,4,4.9,2.53,7.1,7.7,9.0,7.6,4,4.7,189000000,False,
1606,Samonda,7.43853,3.914468,111,2,1,2,1,Mini Flat,Unfurnished,Renovated,0,12.2,1.48,4.1,7.0,3.6,5.2,3,3.2,8000000,False,
1607,Jericho,7.402844,3.878858,328,3,2,2,2,Duplex,Furnished,Renovated,2,4.7,1.32,5.6,7.7,5.2,9.3,4,4.8,86200000,False,
1608,Challenge,7.333163,3.876627,267,3,4,4,2,Terraced House,Furnished,Old,1,14.3,1.6,7.5,8.4,8.3,6.2,3,3.8,15000000,False,
1609,Akobo,7.40114,3.933188,113,1,2,2,1,Flat,Unfurnished,Old,0,8.8,1.37,8.7,6.7,6.9,6.0,3,3.5,8500000,False,
1610,Iyaganku GRA,7.399558,3.866923,551,5,5,5,1,Detached House,Furnished,Renovated,4,2.0,2.03,9.7,9.0,6.4,9.7,4,4.6,251300000,False,
1611,Agodi GRA,7.403107,3.891874,467,4,3,3,2,Duplex,Furnished,Renovated,2,7.0,2.66,8.9,9.7,7.0,9.6,4,4.7,207800000,False,
1612,Bodija,7.440642,3.913093,444,4,3,5,3,Detached House,Unfurnished,Old,3,10.5,1.68,10.0,7.9,9.0,9.3,5,5.0,128900000,False,
1613,Alalubosa,7.38218,3.862002,328,3,3,4,1,Bungalow,Unfurnished,Old,3,4.0,1.48,6.9,8.6,8.7,8.2,4,4.3,40900000,False,
1614,Akobo,7.402995,3.913616,285,3,2,2,1,Terraced House,Unfurnished,Renovated,0,9.1,1.31,5.7,7.8,5.6,7.2,3,3.5,19100000,False,
1615,Jericho,7.402813,3.887807,365,4,5,6,1,Detached House,Semi-Furnished,New,3,3.7,0.36,9.3,10.0,9.0,8.9,4,4.8,154500000,False,
1616,Samonda,7.414903,3.915479,135,2,3,3,1,Flat,Furnished,Renovated,1,11.1,2.42,8.7,4.0,7.2,4.9,3,3.2,13600000,False,
1617,Apete,7.435014,3.874062,173,3,2,2,2,Terraced House,Semi-Furnished,Renovated,2,15.1,2.1,6.5,5.0,3.0,6.0,2,2.8,9300000,False,
1618,Bodija,7.440046,3.915473,332,4,3,3,3,Detached House,Semi-Furnished,Renovated,3,8.7,1.73,9.4,9.1,9.0,8.5,5,5.0,122300000,False,
1619,Challenge,7.340592,3.855057,133,2,2,2,1,Flat,Furnished,Renovated,2,14.0,0.15,7.9,8.3,8.0,7.5,3,3.8,10300000,False,
1620,Bodija,7.427529,3.912429,351,4,4,6,1,Detached House,Unfurnished,New,2,8.9,2.49,8.3,8.9,8.4,10.0,5,5.0,130500000,False,
1621,Samonda,7.426843,3.910527,284,3,2,2,1,Terraced House,Semi-Furnished,Old,2,9.7,1.04,5.4,5.2,4.8,6.5,3,3.2,21200000,False,
1622,Oluyole Estate,7.351287,3.839804,289,3,4,5,2,Terraced House,Unfurnished,New,2,11.8,2.64,10.0,6.7,4.2,9.4,4,4.2,29000000,False,
1623,Oluyole Estate,7.373258,3.845929,209,2,1,1,1,Bungalow,Unfurnished,Renovated,3,6.9,2.64,8.2,6.8,7.6,9.3,4,4.2,20300000,False,
1624,Akobo,7.401179,3.930142,146,2,3,4,1,Terraced House,Unfurnished,Renovated,2,12.9,0.87,7.6,5.1,6.8,7.7,3,3.5,12500000,False,
1625,Akobo,7.394739,3.905081,153,2,1,2,1,Flat,Semi-Furnished,Renovated,1,11.0,1.42,8.7,6.3,6.6,5.8,3,3.5,11400000,False,
1626,Samonda,7.424836,3.914178,60,1,2,3,1,Mini Flat,Unfurnished,Renovated,1,7.1,1.89,4.0,5.8,6.4,5.6,3,3.2,6200000,False,
1627,Oluyole Estate,7.363888,3.85048,434,4,4,5,2,Duplex,Semi-Furnished,Old,2,8.8,2.1,9.1,9.0,6.0,8.9,4,4.2,59800000,False,
1628,Challenge,7.346873,3.86846,90,1,1,1,1,Flat,Semi-Furnished,Renovated,1,10.8,2.12,10.0,6.4,7.4,9.0,3,3.8,5400000,False,
1629,Bodija,7.442669,3.906908,574,5,5,6,1,Detached House,Unfurnished,Renovated,4,9.0,1.61,10.0,10.0,7.6,9.0,5,5.0,162700000,False,
1630,Samonda,7.432075,3.910217,291,3,3,4,1,Terraced House,Unfurnished,Renovated,1,8.4,1.54,7.0,7.2,4.4,5.2,3,3.2,19900000,False,
1631,Iyaganku GRA,7.398192,3.880365,331,4,4,4,2,Detached House,Furnished,New,2,6.5,2.03,4.9,9.5,5.5,7.8,4,4.6,202200000,False,
1632,Alalubosa,7.375146,3.862238,154,2,3,4,2,Terraced House,Furnished,New,1,2.0,2.98,6.1,6.5,7.7,7.2,4,4.3,40300000,False,
1633,Oluyole Estate,7.364732,3.851781,456,4,3,4,2,Duplex,Semi-Furnished,Renovated,3,8.7,2.36,10.0,7.4,8.1,7.5,4,4.2,44200000,False,
1634,Alalubosa,7.39444,3.860878,261,3,4,5,2,Duplex,Unfurnished,Renovated,1,4.8,1.51,7.1,6.4,5.3,6.7,4,4.3,32300000,False,
1635,Samonda,7.425362,3.900495,277,4,3,3,2,Terraced House,Unfurnished,Renovated,2,9.3,1.58,4.0,6.4,3.0,5.3,3,3.2,19200000,False,
1636,Alalubosa,7.375491,3.867587,344,4,3,4,1,Bungalow,Semi-Furnished,Renovated,2,3.8,2.37,8.9,7.9,7.0,8.3,4,4.3,62700000,False,
1637,Alalubosa,7.37573,3.858809,482,5,5,5,1,Detached House,Unfurnished,Old,1,4.5,0.35,8.2,7.0,6.7,7.1,4,4.3,69600000,False,
1638,Agodi GRA,7.413269,3.888027,579,6,5,5,1,Detached House,Furnished,Renovated,3,5.0,0.1,7.9,9.6,8.6,9.2,4,4.7,214900000,False,
1639,Challenge,7.332429,3.880628,329,3,4,5,1,Bungalow,Furnished,Renovated,2,11.9,2.55,4.8,5.7,3.7,5.9,3,3.8,16800000,False,
1640,Samonda,7.415805,3.899796,332,3,4,4,1,Bungalow,Unfurnished,Old,0,12.5,2.35,9.4,7.0,4.7,5.0,3,3.2,22800000,False,
1641,Jericho,7.412061,3.898183,350,4,3,3,1,Detached House,Semi-Furnished,Renovated,4,6.0,0.3,8.7,7.2,5.0,10.0,4,4.8,77300000,False,
1642,Oluyole Estate,7.356862,3.857753,276,3,4,4,1,Bungalow,Semi-Furnished,New,1,6.0,2.56,6.4,8.7,6.2,8.1,4,4.2,45200000,False,
1643,Oluyole Estate,7.361678,3.846543,285,3,2,2,2,Duplex,Semi-Furnished,Renovated,2,6.1,0.94,8.0,8.9,9.0,6.2,4,4.2,43600000,False,
1644,Samonda,7.424871,3.916589,170,3,2,2,1,Flat,Unfurnished,Renovated,0,10.5,0.89,7.5,4.2,5.5,6.2,3,3.2,12800000,False,
1645,Agodi GRA,7.415165,3.896185,169,2,1,2,1,Bungalow,Furnished,New,3,9.0,1.87,9.7,7.9,9.0,8.1,4,4.7,79600000,False,
1646,Akobo,7.4112,3.920806,165,2,3,3,1,Terraced House,Unfurnished,Old,2,10.8,1.89,9.8,4.8,7.6,6.9,3,3.5,13600000,False,
1647,Akobo,7.402957,3.913875,197,2,1,2,1,Flat,Unfurnished,Old,1,9.3,0.85,4.7,8.6,7.9,7.7,3,3.5,11000000,False,
1648,Bodija,7.439518,3.908501,396,5,5,5,1,Detached House,Semi-Furnished,New,3,7.5,0.16,8.6,9.5,5.7,10.0,5,5.0,115700000,False,
1649,Samonda,7.438955,3.908351,159,2,1,1,1,Bungalow,Furnished,Renovated,1,12.6,1.87,5.4,6.1,7.0,5.8,3,3.2,13100000,False,
1650,Oluyole Estate,7.362465,3.850659,295,3,2,2,1,Bungalow,Furnished,Renovated,1,5.4,2.05,7.7,7.9,6.0,7.3,4,4.2,29700000,False,
1651,Agodi GRA,7.413013,3.901684,335,4,3,4,1,Detached House,Unfurnished,New,2,7.8,1.57,8.6,8.5,5.9,7.5,4,4.7,133700000,False,
1652,Agodi GRA,7.400205,3.900811,407,3,4,5,2,Duplex,Furnished,New,2,2.5,0.6,8.8,7.5,6.8,8.9,4,4.7,207500000,False,
1653,Jericho,7.394244,3.89445,297,3,3,4,2,Duplex,Semi-Furnished,Renovated,3,6.5,0.24,9.5,9.9,9.0,10.0,4,4.8,87200000,False,
1654,Challenge,7.33734,3.877691,123,2,2,2,1,Terraced House,Unfurnished,Old,0,16.1,0.57,7.7,8.5,4.4,6.3,3,3.8,6800000,False,
1655,Iyaganku GRA,7.382501,3.858669,359,4,3,4,3,Detached House,Furnished,Renovated,3,4.1,2.85,7.8,10.0,9.0,9.7,4,4.6,228800000,False,
1656,Challenge,7.330188,3.880631,172,2,2,3,1,Flat,Furnished,Renovated,2,12.5,0.24,8.1,5.2,7.3,7.6,3,3.8,11300000,False,
1657,Oluyole Estate,7.359198,3.85653,284,3,3,3,2,Duplex,Furnished,Old,2,5.7,3.0,8.7,7.2,3.0,7.4,4,4.2,37400000,False,
1658,Challenge,7.336422,3.870701,287,3,3,3,2,Terraced House,Unfurnished,Renovated,1,12.6,1.22,8.6,6.3,8.3,7.6,3,3.8,12200000,False,
1659,Agodi GRA,7.419272,3.880755,232,4,3,3,1,Bungalow,Unfurnished,Renovated,3,5.3,1.24,7.3,10.0,6.5,8.0,4,4.7,112500000,False,
1660,Alalubosa,7.391347,3.845513,352,3,2,2,2,Duplex,Semi-Furnished,Renovated,3,2.0,1.35,10.0,9.2,9.0,8.7,4,4.3,88300000,False,
1661,Challenge,7.341476,3.858383,264,3,4,5,1,Terraced House,Unfurnished,Old,1,14.1,0.18,7.0,6.5,5.0,7.1,3,3.8,8400000,False,
1662,Oluyole Estate,7.354446,3.859149,202,3,2,3,2,Terraced House,Furnished,Renovated,1,9.2,2.7,7.1,10.0,5.1,6.6,4,4.2,34900000,False,
1663,Jericho,7.394658,3.877579,496,6,5,6,3,Detached House,Semi-Furnished,Renovated,2,7.0,2.54,10.0,6.6,7.4,9.6,4,4.8,128900000,False,
1664,Iyaganku GRA,7.390056,3.864453,422,4,4,4,2,Duplex,Unfurnished,New,3,5.6,2.61,9.5,8.0,9.0,8.5,4,4.6,184700000,False,
1665,Oluyole Estate,7.371021,3.857855,186,2,2,4,2,Terraced House,Semi-Furnished,Old,2,9.7,1.21,8.7,7.3,4.9,8.0,4,4.2,30500000,False,
1666,Alalubosa,7.385268,3.843494,489,4,3,3,2,Duplex,Furnished,Old,2,3.9,2.97,7.7,9.3,7.0,8.0,4,4.3,74100000,False,
1667,Samonda,7.431011,3.900486,116,2,3,3,1,Mini Flat,Semi-Furnished,Old,1,9.5,0.45,5.5,5.8,5.9,4.3,3,3.2,10500000,False,
