location,latitude,longitude,area_sqm,bedrooms,bathrooms,toilets,stories,house_type,furnishing,condition,parking_spaces,distance_to_city_center_km,proximity_to_main_road_km,security_rating,infrastructure_quality,electricity_stability,water_supply,neighborhood_prestige,desirability_score,price_naira
Oluyole Estate,7.366153,3.857145,353,3,4,5,2,Duplex,Unfurnished,New,2,6.3,0.85,9.7,7.9,7.7,8.4,4,4.2,41500000
Iyaganku GRA,7.398397,3.873728,589,6,5,6,3,Detached House,Unfurnished,New,4,4.3,0.46,6.5,8.4,8.5,10.0,4,4.6,288300000
Challenge,7.339345,3.88395,116,1,2,3,1,Mini Flat,Unfurnished,New,1,14.1,2.48,4.5,6.7,5.7,8.3,3,3.8,6100000
Jericho,7.403861,3.884558,485,5,4,4,2,Detached House,Unfurnished,Renovated,3,2.5,0.52,8.4,8.3,7.9,9.3,4,4.8,150800000
Bodija,7.431307,3.901371,267,3,3,3,1,Bungalow,Semi-Furnished,New,3,7.9,1.0,8.5,10.0,9.0,10.0,5,5.0,96800000
Bodija,7.441928,3.917945,304,4,5,6,1,Detached House,Furnished,New,2,10.0,1.07,10.0,9.9,9.0,10.0,5,5.0,129700000
Alalubosa,7.377913,3.847907,429,4,5,6,2,Duplex,Unfurnished,Renovated,2,4.0,1.97,9.0,6.8,7.0,7.9,4,4.3,78500000
Apete,7.449331,3.88076,283,3,2,3,2,Terraced House,Unfurnished,Old,1,17.2,2.34,4.0,4.2,5.3,5.7,2,2.8,7000000
Akobo,7.396376,3.923605,119,1,2,4,1,Flat,Unfurnished,Renovated,1,10.5,2.55,7.6,9.4,7.6,7.3,3,3.5,8900000
Akobo,7.393672,3.903053,211,2,2,3,1,Terraced House,Semi-Furnished,New,0,8.7,0.58,8.1,7.2,6.8,7.0,3,3.5,14700000
Alalubosa,7.380851,3.859153,162,2,2,3,2,Terraced House,Furnished,New,2,4.7,0.14,8.3,5.0,7.2,7.0,4,4.3,48100000
Bodija,7.457941,3.922456,479,6,5,6,2,Detached House,Unfurnished,Renovated,3,12.0,0.5,9.9,10.0,8.7,10.0,5,5.0,133800000
Iyaganku GRA,7.394541,3.867957,281,3,2,4,1,Bungalow,Furnished,Old,4,2.5,0.57,5.6,8.7,6.4,9.3,4,4.6,119200000
Iyaganku GRA,7.400152,3.881811,352,4,3,4,2,Duplex,Semi-Furnished,Old,2,4.9,2.53,5.9,8.7,7.4,7.9,4,4.6,152600000
Bodija,7.427803,3.921817,328,4,3,4,3,Detached House,Furnished,New,4,11.5,2.03,9.1,8.2,8.2,10.0,5,5.0,148500000
Samonda,7.439981,3.909743,152,2,3,4,2,Terraced House,Semi-Furnished,Old,1,7.9,1.94,5.0,5.1,5.7,6.5,3,3.2,13600000
Oluyole Estate,7.371855,3.839643,303,3,4,5,2,Duplex,Unfurnished,Renovated,1,7.9,1.38,7.8,7.8,6.6,7.7,4,4.2,42300000
Bodija,7.433076,3.920677,256,2,1,1,1,Bungalow,Furnished,Renovated,2,8.2,2.06,10.0,10.0,9.0,10.0,5,5.0,92200000
Jericho,7.407042,3.887112,312,4,4,4,2,Detached House,Furnished,Renovated,4,3.6,1.95,7.9,9.7,8.2,9.4,4,4.8,133400000
Alalubosa,7.378766,3.853172,399,4,3,5,1,Bungalow,Unfurnished,Old,1,5.6,2.43,10.0,7.5,9.0,8.7,4,4.3,67300000
Alalubosa,7.389848,3.861331,277,3,4,4,1,Terraced House,Semi-Furnished,Renovated,2,2.5,0.75,8.0,7.4,6.6,6.6,4,4.3,48300000
Oluyole Estate,7.371082,3.857472,339,4,3,4,1,Bungalow,Semi-Furnished,Old,3,5.1,2.18,9.3,10.0,7.5,7.8,4,4.2,33600000
Bodija,7.433868,3.908866,375,3,3,3,2,Duplex,Furnished,Renovated,3,9.2,0.89,10.0,10.0,9.0,10.0,5,5.0,117500000
Akobo,7.40341,3.915055,145,1,2,3,1,Flat,Unfurnished,New,1,10.8,1.09,8.2,7.0,7.3,6.1,3,3.5,11900000
Samonda,7.420821,3.920446,326,4,5,6,1,Bungalow,Unfurnished,Old,2,8.8,0.1,6.8,4.2,3.3,4.6,3,3.2,21700000
Alalubosa,7.391528,3.861698,363,3,3,3,2,Duplex,Unfurnished,Renovated,2,4.5,0.83,6.9,9.4,5.8,7.7,4,4.3,50800000
Challenge,7.332458,3.869221,229,2,2,2,1,Bungalow,Furnished,Renovated,1,13.6,1.79,6.2,7.8,6.5,6.4,3,3.8,12600000
Samonda,7.429917,3.907999,245,3,3,3,1,Terraced House,Unfurnished,Old,2,9.0,1.07,5.9,6.4,5.4,6.5,3,3.2,16300000
Bodija,7.436203,3.912714,363,5,5,6,2,Duplex,Semi-Furnished,New,2,9.4,0.68,10.0,10.0,8.3,10.0,5,5.0,150700000
Bodija,7.437702,3.911285,375,4,4,4,1,Bungalow,Semi-Furnished,New,2,11.0,1.66,8.8,9.4,3.9,8.6,5,5.0,130800000
Oluyole Estate,7.365488,3.85433,138,2,3,4,1,Terraced House,Unfurnished,Renovated,2,6.8,0.47,6.3,7.2,5.6,7.5,4,4.2,20100000
Oluyole Estate,7.350543,3.860248,325,4,5,5,1,Bungalow,Unfurnished,New,3,7.4,2.96,9.4,5.9,6.2,8.3,4,4.2,46600000
Alalubosa,7.376226,3.874774,130,2,2,2,2,Terraced House,Semi-Furnished,New,1,2.6,0.52,7.9,8.0,7.9,6.1,4,4.3,39500000
Bodija,7.424118,3.914961,347,4,3,3,3,Detached House,Unfurnished,New,4,9.5,2.08,10.0,8.2,9.0,10.0,5,5.0,122900000
Oluyole Estate,7.356928,3.860301,368,4,4,5,1,Bungalow,Unfurnished,New,2,8.1,0.85,7.7,9.6,8.4,8.3,4,4.2,53600000
Challenge,7.332689,3.863818,267,2,1,2,1,Bungalow,Unfurnished,New,1,15.7,1.01,10.0,8.0,4.1,7.2,3,3.8,10400000
Agodi GRA,7.407681,3.892594,593,5,5,5,2,Detached House,Semi-Furnished,Renovated,4,4.9,1.51,9.1,8.9,5.5,7.5,4,4.7,251200000
Apete,7.436238,3.876465,307,4,5,5,1,Bungalow,Unfurnished,Renovated,0,12.6,1.45,7.5,7.9,3.4,4.2,2,2.8,15300000
Samonda,7.434173,3.914433,103,1,2,3,1,Flat,Unfurnished,Renovated,1,8.7,0.93,6.1,5.3,5.9,6.9,3,3.2,7800000
Oluyole Estate,7.356341,3.846864,169,2,2,2,1,Terraced House,Semi-Furnished,Renovated,2,6.7,0.69,6.3,8.4,4.6,7.5,4,4.2,25000000
Alalubosa,7.380206,3.870432,364,3,4,4,2,Duplex,Furnished,Renovated,3,2.0,0.67,8.0,7.3,8.5,6.9,4,4.3,83900000
Challenge,7.343904,3.877936,75,1,1,1,1,Mini Flat,Unfurnished,New,1,14.3,1.86,7.7,7.8,4.5,5.4,3,3.8,4400000
Alalubosa,7.38304,3.85139,176,2,1,1,1,Bungalow,Semi-Furnished,New,3,5.2,0.65,8.2,7.1,8.5,6.6,4,4.3,27900000
Challenge,7.347858,3.892211,162,2,2,2,1,Terraced House,Semi-Furnished,Old,2,11.5,1.73,8.8,6.2,6.2,8.5,3,3.8,7900000
Oluyole Estate,7.381369,3.841753,146,2,3,4,1,Terraced House,Furnished,New,2,9.9,1.19,8.6,9.7,9.0,6.8,4,4.2,23000000
Samonda,7.425028,3.91649,357,4,4,5,1,Bungalow,Furnished,Renovated,1,8.2,1.41,6.5,6.3,3.5,5.2,3,3.2,26600000
Jericho,7.393982,3.883789,350,3,2,3,2,Duplex,Unfurnished,New,4,5.3,1.34,9.8,9.8,9.0,7.0,4,4.8,99300000
Bodija,7.429502,3.911689,166,2,3,4,1,Bungalow,Semi-Furnished,Renovated,3,5.1,1.83,8.8,10.0,8.0,10.0,5,5.0,53600000
Challenge,7.348912,3.879512,177,2,2,4,1,Flat,Unfurnished,Renovated,1,11.1,0.59,8.8,5.8,7.4,6.9,3,3.8,6100000
Akobo,7.396418,3.929418,256,3,3,3,1,Bungalow,Unfurnished,Renovated,0,9.6,2.12,5.7,6.8,3.0,7.7,3,3.5,21300000
Bodija,7.441314,3.906477,260,3,4,4,2,Duplex,Furnished,Renovated,3,6.6,2.85,10.0,10.0,9.0,10.0,5,5.0,98000000
Samonda,7.444003,3.921299,306,3,4,4,1,Bungalow,Unfurnished,New,1,7.4,1.96,7.1,8.4,6.7,6.3,3,3.2,27500000
Agodi GRA,7.419084,3.902441,585,6,5,5,3,Detached House,Semi-Furnished,Renovated,2,3.9,0.26,9.3,9.1,9.0,10.0,4,4.7,181100000
Agodi GRA,7.421457,3.892892,314,4,4,5,1,Detached House,Semi-Furnished,New,3,8.8,2.02,7.3,7.1,7.1,8.3,4,4.7,157500000
Akobo,7.401115,3.906849,119,1,1,1,1,Flat,Unfurnished,New,0,10.0,1.51,7.1,6.5,7.0,5.5,3,3.5,10400000
Agodi GRA,7.413732,3.901017,192,3,3,4,1,Bungalow,Semi-Furnished,New,4,7.7,2.52,8.0,9.3,7.2,9.2,4,4.7,125400000
Challenge,7.332785,3.872971,54,1,1,1,1,Mini Flat,Unfurnished,Old,1,12.4,1.96,7.8,8.0,9.0,5.8,3,3.8,2400000
Challenge,7.31828,3.881548,164,3,4,5,2,Terraced House,Unfurnished,Old,1,12.7,2.32,7.3,6.8,4.9,7.4,3,3.8,7300000
Akobo,7.384126,3.919785,258,3,3,3,1,Terraced House,Unfurnished,Old,0,11.6,0.77,8.0,7.4,6.6,6.6,3,3.5,15100000
Bodija,7.4346,3.909417,589,5,5,6,1,Detached House,Semi-Furnished,Old,2,8.0,2.59,10.0,10.0,9.0,10.0,5,5.0,171500000
Alalubosa,7.382556,3.871818,194,2,2,2,2,Terraced House,Unfurnished,New,2,2.6,0.92,9.2,6.0,7.0,8.1,4,4.3,51100000
Oluyole Estate,7.370513,3.844483,401,4,4,5,2,Duplex,Unfurnished,Renovated,2,7.6,2.97,6.7,8.6,9.0,8.3,4,4.2,36700000
Oluyole Estate,7.377271,3.855922,168,2,3,3,2,Terraced House,Unfurnished,Renovated,2,7.2,0.62,10.0,6.7,4.6,6.8,4,4.2,27400000
Bodija,7.424359,3.90974,415,4,5,6,2,Duplex,Unfurnished,Renovated,3,5.9,2.25,10.0,8.7,9.0,10.0,5,5.0,108400000
Akobo,7.399941,3.903706,233,3,4,4,2,Terraced House,Unfurnished,Renovated,1,13.6,2.15,7.4,6.9,4.5,8.1,3,3.5,20800000
Jericho,7.394546,3.883061,300,3,2,3,1,Bungalow,Semi-Furnished,New,2,8.1,0.95,9.3,7.1,8.2,8.0,4,4.8,73000000
Oluyole Estate,7.355297,3.855552,214,2,3,4,1,Bungalow,Semi-Furnished,Old,2,9.7,2.62,6.5,8.7,5.5,7.6,4,4.2,31200000
Oluyole Estate,7.372938,3.859132,238,3,2,3,1,Bungalow,Semi-Furnished,Old,3,8.5,1.26,9.3,10.0,6.8,8.6,4,4.2,40900000
Agodi GRA,7.409625,3.88824,176,2,3,4,1,Bungalow,Semi-Furnished,Old,3,8.9,2.82,10.0,9.1,9.0,8.1,4,4.7,89300000
Jericho,7.404991,3.890793,300,3,2,2,1,Bungalow,Unfurnished,New,3,7.9,2.1,10.0,8.8,6.8,7.9,4,4.8,96300000
Bodija,7.436427,3.924664,475,4,4,4,2,Detached House,Furnished,Renovated,2,4.5,1.18,10.0,10.0,9.0,9.5,5,5.0,127400000
Alalubosa,7.392488,3.855366,306,3,4,4,2,Duplex,Furnished,Renovated,1,3.9,1.85,5.5,8.9,8.6,8.5,4,4.3,57500000
Iyaganku GRA,7.401494,3.861093,267,3,4,5,2,Duplex,Furnished,Renovated,2,2.9,1.5,8.6,10.0,7.3,9.2,4,4.6,176600000
Jericho,7.408908,3.875073,329,4,3,4,1,Bungalow,Unfurnished,New,4,5.4,2.3,9.0,7.9,7.7,8.4,4,4.8,101600000
Akobo,7.39005,3.917796,265,3,2,3,2,Terraced House,Unfurnished,Renovated,0,14.3,0.73,8.2,6.3,3.6,5.9,3,3.5,23000000
Challenge,7.341781,3.886599,233,3,4,5,1,Bungalow,Unfurnished,Renovated,1,11.3,1.68,8.2,6.7,5.8,7.1,3,3.8,12000000
Bodija,7.438685,3.90088,219,2,2,4,1,Bungalow,Semi-Furnished,New,3,11.0,1.33,8.7,10.0,7.8,10.0,5,5.0,77800000
Akobo,7.392463,3.919859,343,4,5,6,1,Bungalow,Unfurnished,Old,2,10.8,1.18,6.3,6.1,4.4,7.4,3,3.5,16600000
Oluyole Estate,7.373236,3.865379,380,4,3,3,1,Bungalow,Semi-Furnished,New,1,6.5,0.89,8.2,8.5,9.0,8.4,4,4.2,66800000
Akobo,7.39827,3.913155,203,3,2,3,1,Bungalow,Unfurnished,Old,1,13.5,0.29,6.8,8.1,5.1,7.8,3,3.5,11000000
Agodi GRA,7.393578,3.90491,369,4,3,3,2,Detached House,Furnished,New,2,6.2,2.38,10.0,10.0,9.0,9.6,4,4.7,254000000
Bodija,7.436842,3.904552,298,3,4,5,2,Duplex,Semi-Furnished,Renovated,4,12.1,1.82,8.3,9.7,9.0,9.7,5,5.0,119700000
Iyaganku GRA,7.388472,3.87812,371,4,4,4,1,Detached House,Semi-Furnished,Renovated,2,2.9,2.69,7.9,10.0,6.8,9.5,4,4.6,137500000
Alalubosa,7.371581,3.863036,230,3,3,3,1,Bungalow,Semi-Furnished,Old,1,4.8,0.18,5.4,7.5,6.8,9.8,4,4.3,29600000
Oluyole Estate,7.377446,3.850754,356,3,4,4,2,Duplex,Unfurnished,New,1,8.6,0.74,6.7,9.1,7.1,8.4,4,4.2,36800000
Oluyole Estate,7.36003,3.84387,288,4,3,3,2,Duplex,Semi-Furnished,New,3,8.0,0.48,9.6,5.0,7.0,7.6,4,4.2,56300000
Alalubosa,7.376253,3.86263,179,2,3,3,1,Terraced House,Unfurnished,Renovated,3,2.0,0.95,7.8,7.2,6.8,7.8,4,4.3,27800000
Samonda,7.428064,3.909369,378,3,2,2,1,Bungalow,Furnished,Old,1,8.9,2.67,4.8,6.1,8.3,5.1,3,3.2,26900000
Oluyole Estate,7.360653,3.861471,196,3,3,4,1,Terraced House,Semi-Furnished,Renovated,2,11.0,2.3,7.2,6.6,5.6,8.4,4,4.2,24800000
Bodija,7.437929,3.915479,327,4,5,7,1,Bungalow,Unfurnished,New,2,13.6,0.11,10.0,10.0,9.0,9.9,5,5.0,89700000
Alalubosa,7.388999,3.856645,286,3,3,4,1,Terraced House,Unfurnished,Old,2,4.9,2.48,5.7,9.6,5.0,10.0,4,4.3,48400000
Samonda,7.42035,3.918552,358,4,5,5,1,Bungalow,Unfurnished,Old,1,6.6,1.25,5.4,4.2,5.8,5.7,3,3.2,25400000
Samonda,7.435839,3.915596,226,2,2,2,1,Terraced House,Unfurnished,Old,0,6.6,1.87,6.4,5.2,5.7,7.0,3,3.2,11300000
Iyaganku GRA,7.379694,3.884539,595,6,5,6,3,Detached House,Furnished,New,4,5.7,1.22,8.4,9.2,7.9,8.3,4,4.6,354300000
Alalubosa,7.383464,3.863883,465,5,5,6,2,Detached House,Semi-Furnished,New,2,7.9,0.97,9.1,8.3,7.7,8.1,4,4.3,110900000
Bodija,7.437315,3.919612,447,4,4,4,3,Detached House,Semi-Furnished,New,3,10.3,2.46,10.0,10.0,7.9,10.0,5,5.0,165400000
Bodija,7.434192,3.921077,478,5,4,5,2,Duplex,Unfurnished,New,2,10.8,1.72,9.7,9.7,9.0,9.7,5,5.0,129600000
Akobo,7.401384,3.906489,307,4,3,3,1,Bungalow,Unfurnished,Old,1,10.2,2.46,6.6,4.3,6.7,6.9,3,3.5,15900000
Oluyole Estate,7.363145,3.850926,197,3,2,3,1,Terraced House,Unfurnished,Renovated,2,4.4,2.52,10.0,7.5,7.3,7.7,4,4.2,24500000
Challenge,7.333612,3.88652,222,2,2,2,1,Bungalow,Semi-Furnished,Old,1,12.8,0.18,8.6,7.4,3.0,6.9,3,3.8,9400000
Challenge,7.349393,3.88157,353,4,4,4,1,Bungalow,Unfurnished,New,1,6.7,2.54,6.9,8.0,4.1,5.7,3,3.8,18400000
Jericho,7.391531,3.879724,400,4,3,4,2,Detached House,Furnished,Renovated,4,6.9,1.38,9.0,10.0,9.0,9.9,4,4.8,147100000
Challenge,7.33734,3.877691,123,2,2,2,1,Terraced House,Unfurnished,Old,0,16.1,0.57,7.7,8.5,4.4,6.3,3,3.8,6800000
Iyaganku GRA,7.382948,3.871069,359,4,3,3,2,Detached House,Semi-Furnished,Renovated,2,3.5,2.41,6.1,9.5,8.8,8.3,4,4.6,173900000
Alalubosa,7.370098,3.852318,393,5,5,6,3,Detached House,Unfurnished,Renovated,2,4.8,2.13,8.1,8.2,6.9,7.1,4,4.3,66400000
Akobo,7.401489,3.911267,350,4,4,5,1,Bungalow,Unfurnished,New,1,9.3,2.38,7.8,8.4,7.4,6.2,3,3.5,27100000
Oluyole Estate,7.380905,3.857693,256,3,3,4,1,Terraced House,Semi-Furnished,Old,1,8.4,1.85,9.6,6.3,3.7,7.8,4,4.2,37500000
Jericho,7.407733,3.886867,347,3,4,5,1,Bungalow,Furnished,Renovated,2,5.0,2.0,8.6,8.2,6.4,9.7,4,4.8,84000000
Challenge,7.34804,3.872402,190,2,1,2,1,Bungalow,Unfurnished,Renovated,1,14.4,2.79,7.0,7.1,9.0,7.4,3,3.8,5700000
Akobo,7.402775,3.910901,179,2,3,3,1,Bungalow,Furnished,Renovated,2,17.2,1.59,8.3,6.1,9.0,7.4,3,3.5,25700000
Samonda,7.426235,3.908735,303,3,3,4,1,Bungalow,Unfurnished,Renovated,2,13.0,1.51,6.0,6.1,5.4,6.1,3,3.2,18000000
Bodija,7.424715,3.911811,564,5,4,4,2,Detached House,Furnished,Renovated,4,8.1,1.5,9.9,8.7,9.0,9.9,5,5.0,181000000
Bodija,7.439061,3.907293,517,4,4,5,3,Detached House,Semi-Furnished,Old,2,5.7,2.57,9.6,10.0,9.0,10.0,5,5.0,127200000
Agodi GRA,7.402202,3.898765,393,4,5,7,2,Detached House,Furnished,New,3,4.5,1.62,10.0,10.0,9.0,7.0,4,4.7,252600000
Oluyole Estate,7.363383,3.856035,217,3,3,3,1,Terraced House,Semi-Furnished,Renovated,1,6.2,0.56,9.3,9.1,6.3,9.1,4,4.2,22500000
Agodi GRA,7.394705,3.902173,598,6,5,6,2,Detached House,Unfurnished,Renovated,3,6.9,0.14,7.8,8.2,6.4,8.2,4,4.7,212100000
Agodi GRA,7.397622,3.89741,471,4,5,5,3,Detached House,Semi-Furnished,Old,4,4.7,0.15,7.5,10.0,8.1,7.9,4,4.7,172300000
Agodi GRA,7.413784,3.908167,367,5,5,5,1,Bungalow,Semi-Furnished,New,3,7.0,0.89,7.4,10.0,8.3,9.6,4,4.7,152800000
Oluyole Estate,7.370529,3.86275,198,2,3,3,1,Bungalow,Unfurnished,New,2,7.9,0.69,8.4,7.0,5.4,9.4,4,4.2,19600000
Alalubosa,7.388384,3.864334,393,5,4,5,1,Bungalow,Furnished,Renovated,3,4.4,2.53,9.8,7.4,7.2,7.1,4,4.3,95900000
Challenge,7.340806,3.877861,170,2,1,2,1,Flat,Unfurnished,Old,2,11.8,2.04,10.0,8.0,3.0,7.6,3,3.8,7000000
Akobo,7.393158,3.923047,263,3,4,6,2,Terraced House,Furnished,Old,1,10.2,1.24,6.9,6.0,9.0,7.9,3,3.5,26400000
Akobo,7.405974,3.911188,148,1,1,3,1,Flat,Unfurnished,Renovated,1,10.9,0.26,9.1,6.7,6.8,5.3,3,3.5,7400000
Iyaganku GRA,7.398417,3.886813,386,4,3,3,2,Duplex,Unfurnished,New,3,3.8,0.13,8.9,7.3,7.8,9.5,4,4.6,184400000
Oluyole Estate,7.363834,3.856904,309,3,3,3,2,Duplex,Unfurnished,Renovated,1,7.2,1.02,7.3,6.4,5.3,7.7,4,4.2,42000000
Akobo,7.397786,3.920863,200,2,2,3,1,Bungalow,Unfurnished,Old,1,11.0,1.74,8.8,7.7,9.0,8.4,3,3.5,10400000
Challenge,7.341476,3.858383,264,3,4,5,1,Terraced House,Unfurnished,Old,1,14.1,0.18,7.0,6.5,5.0,7.1,3,3.8,8400000
Akobo,7.4112,3.920806,165,2,3,3,1,Terraced House,Unfurnished,Old,2,10.8,1.89,9.8,4.8,7.6,6.9,3,3.5,13600000
Jericho,7.416097,3.884454,492,5,4,4,3,Detached House,Semi-Furnished,New,3,6.3,2.68,10.0,8.8,8.7,8.1,4,4.8,140000000
Alalubosa,7.376562,3.859214,252,3,4,4,1,Terraced House,Unfurnished,New,1,2.5,2.51,10.0,9.9,9.0,7.2,4,4.3,55700000
Samonda,7.431226,3.908364,217,3,4,5,1,Bungalow,Unfurnished,Old,1,9.6,1.49,4.3,5.5,3.0,5.5,3,3.2,19900000
Apete,7.459304,3.876703,278,4,4,4,1,Bungalow,Unfurnished,Renovated,2,19.0,1.43,4.0,4.0,5.9,5.9,2,2.8,14100000
Bodija,7.440067,3.908554,460,4,4,5,2,Duplex,Semi-Furnished,New,2,8.1,2.11,8.2,9.1,8.9,10.0,5,5.0,171900000
Bodija,7.440642,3.913093,444,4,3,5,3,Detached House,Unfurnished,Old,3,10.5,1.68,10.0,7.9,9.0,9.3,5,5.0,128900000
Oluyole Estate,7.381191,3.844674,198,2,1,1,1,Bungalow,Semi-Furnished,New,1,8.5,1.87,7.5,7.7,9.0,8.1,4,4.2,29900000
Challenge,7.32957,3.874985,190,3,3,4,1,Flat,Unfurnished,Renovated,1,15.3,1.69,7.0,6.4,3.0,5.9,3,3.8,9100000
Apete,7.445855,3.86796,342,4,5,6,1,Bungalow,Unfurnished,Old,1,14.1,0.93,5.5,6.4,3.6,4.3,2,2.8,11200000
Oluyole Estate,7.358136,3.851667,234,3,2,3,1,Terraced House,Unfurnished,New,2,5.8,2.71,8.6,5.6,7.8,9.1,4,4.2,22600000
Samonda,7.421059,3.909179,318,4,5,5,1,Bungalow,Semi-Furnished,Old,1,9.4,1.37,7.5,6.6,6.3,6.6,3,3.2,22400000
Akobo,7.401428,3.918373,130,2,2,4,1,Flat,Semi-Furnished,Old,0,10.0,1.28,5.9,9.3,3.6,6.0,3,3.5,8500000
Samonda,7.413988,3.897157,189,2,3,4,1,Bungalow,Furnished,Renovated,1,7.9,2.17,5.5,4.1,4.1,5.3,3,3.2,15100000
Bodija,7.449559,3.922436,257,3,2,3,2,Duplex,Furnished,New,3,7.4,1.55,10.0,9.8,3.4,10.0,5,5.0,112900000
Bodija,7.41845,3.917273,407,4,3,4,2,Duplex,Furnished,Renovated,4,5.2,1.4,8.9,10.0,8.6,10.0,5,5.0,111900000
Alalubosa,7.390548,3.863349,174,2,2,2,2,Terraced House,Semi-Furnished,Renovated,2,2.4,1.27,7.7,8.5,7.8,8.9,4,4.3,41100000
Jericho,7.4007,3.880278,361,4,4,4,1,Detached House,Semi-Furnished,Renovated,3,6.0,1.7,9.5,6.7,9.0,7.4,4,4.8,91400000
Bodija,7.420745,3.916935,440,4,4,5,2,Duplex,Semi-Furnished,New,3,7.9,2.86,10.0,9.8,9.0,9.2,5,5.0,145300000
Bodija,7.425202,3.907205,319,3,4,5,2,Duplex,Semi-Furnished,Renovated,4,10.8,1.38,9.2,8.0,7.7,10.0,5,5.0,91300000
Samonda,7.431532,3.910173,183,2,3,3,1,Bungalow,Unfurnished,Renovated,1,12.9,0.63,6.7,4.0,5.1,7.9,3,3.2,14300000
Iyaganku GRA,7.39654,3.868093,384,4,5,5,2,Duplex,Unfurnished,Old,3,3.5,1.84,9.2,8.7,9.0,7.9,4,4.6,181500000
Challenge,7.331396,3.877152,160,2,3,3,1,Terraced House,Unfurnished,Old,1,9.3,2.23,6.8,8.0,5.1,7.5,3,3.8,5200000
Jericho,7.409987,3.871322,428,4,3,3,2,Duplex,Unfurnished,Renovated,2,6.6,1.96,7.4,10.0,6.7,9.7,4,4.8,111100000
Apete,7.443235,3.868972,121,2,2,3,1,Flat,Unfurnished,Old,1,18.5,1.98,6.0,7.5,4.8,4.0,2,2.8,4900000
Samonda,7.441006,3.896897,182,2,2,3,1,Flat,Unfurnished,Renovated,1,10.1,0.92,9.0,5.8,6.5,5.4,3,3.2,14400000
Agodi GRA,7.385585,3.898544,553,6,5,5,2,Detached House,Unfurnished,Renovated,3,6.6,2.21,10.0,7.6,9.0,8.5,4,4.7,235700000
Bodija,7.42786,3.916099,404,4,5,5,2,Duplex,Furnished,Renovated,2,10.3,0.77,10.0,8.7,9.0,10.0,5,5.0,154200000
Jericho,7.400843,3.864833,392,5,4,5,1,Bungalow,Unfurnished,New,3,6.5,0.45,7.9,8.8,7.7,8.1,4,4.8,117900000
Alalubosa,7.394087,3.859522,152,2,1,2,1,Bungalow,Unfurnished,Renovated,2,3.5,0.27,6.2,7.4,7.2,8.7,4,4.3,23700000
Akobo,7.384328,3.914351,137,1,2,2,1,Flat,Unfurnished,Renovated,1,11.6,0.46,5.6,5.4,3.8,7.7,3,3.5,7600000
Bodija,7.431668,3.920791,347,3,4,6,1,Bungalow,Semi-Furnished,New,2,7.6,2.31,10.0,8.9,5.6,10.0,5,5.0,116900000
Alalubosa,7.37819,3.864531,276,3,3,4,2,Duplex,Unfurnished,New,1,2.0,2.43,9.0,9.1,6.6,8.3,4,4.3,51000000
Agodi GRA,7.403833,3.903617,434,4,5,6,1,Detached House,Semi-Furnished,New,3,2.8,2.94,10.0,9.0,4.5,8.2,4,4.7,256600000
Oluyole Estate,7.37339,3.861724,313,3,2,3,2,Duplex,Unfurnished,Renovated,3,9.2,2.61,6.3,8.6,3.1,8.9,4,4.2,23600000
Iyaganku GRA,7.402982,3.871149,258,3,3,4,1,Bungalow,Unfurnished,New,3,2.4,0.18,7.0,10.0,4.4,8.3,4,4.6,113300000
Oluyole Estate,7.362171,3.851812,171,2,2,2,2,Terraced House,Unfurnished,Renovated,3,5.5,1.13,6.0,6.7,8.4,9.1,4,4.2,20100000
Iyaganku GRA,7.388521,3.867229,327,4,4,5,2,Duplex,Furnished,New,2,2.4,2.55,8.6,9.6,7.0,9.3,4,4.6,164200000
Oluyole Estate,7.364449,3.869905,402,3,3,4,2,Duplex,Furnished,Renovated,1,8.2,2.62,9.7,8.4,9.0,10.0,4,4.2,52400000
Oluyole Estate,7.377132,3.844386,293,3,4,4,2,Duplex,Semi-Furnished,New,1,7.9,1.1,6.9,5.5,9.0,7.2,4,4.2,42200000
Oluyole Estate,7.374322,3.856872,289,3,4,4,2,Duplex,Semi-Furnished,Renovated,1,9.5,1.11,6.7,7.6,9.0,9.8,4,4.2,37700000
Jericho,7.398001,3.883076,159,2,3,3,1,Bungalow,Semi-Furnished,Old,4,6.7,2.22,9.6,9.0,7.2,9.0,4,4.8,55000000
Bodija,7.440977,3.914793,304,3,3,4,2,Duplex,Semi-Furnished,New,3,6.3,0.53,10.0,8.4,9.0,10.0,5,5.0,103100000
Samonda,7.426667,3.90716,278,3,4,5,2,Terraced House,Semi-Furnished,Old,0,11.8,1.76,4.5,4.9,3.0,5.9,3,3.2,17500000
Challenge,7.343459,3.874315,200,2,1,2,1,Terraced House,Unfurnished,Renovated,0,13.1,2.83,6.9,6.2,6.7,7.1,3,3.8,7900000
Alalubosa,7.377755,3.871016,314,3,3,4,2,Duplex,Unfurnished,New,1,2.4,2.36,5.9,8.8,6.5,7.6,4,4.3,58300000
Bodija,7.432901,3.912583,540,5,4,5,1,Detached House,Furnished,Renovated,2,10.9,1.71,10.0,9.5,7.8,9.8,5,5.0,199000000
Akobo,7.396016,3.91111,292,4,3,4,2,Terraced House,Semi-Furnished,Old,1,10.8,2.21,6.5,8.3,8.5,5.8,3,3.5,18500000
Oluyole Estate,7.360537,3.858257,416,4,4,4,2,Duplex,Unfurnished,New,3,8.5,2.48,5.5,8.5,5.5,10.0,4,4.2,40500000
